pt,treat_none,treat_all,LR sigmoid,XGB isotonic,TAB sigmoid,TAB_minus_LR
0.295,0.0,-0.027925027634562116,0.10042843656960279,0.08902766683610487,0.10067049112870044,0.00024205455909764861
0.3,0.0,-0.035267349260523384,0.09751340809361286,0.08776206728425158,0.10125142207053468,0.0037380139769218196
0.305,0.0,-0.042715315801965914,0.09694633371800854,0.09017768720177444,0.10183252715233956,0.0048861934343310265
0.31,0.0,-0.050271223887487504,0.09531582331701044,0.08604969415178643,0.1000478145455145,0.004731991228504054
0.315,0.0,-0.05793743720053479,0.09812909494033534,0.08388762943955888,0.09606138362272988,-0.0020677113176054557
0.32,0.0,-0.06571638894465642,0.09730308505654822,0.08124205313524727,0.09275245934551295,-0.004550625711035275
0.325,0.0,-0.07361058441832047,0.09311928538322167,0.08195339822188515,0.09063329541145242,-0.0024859899717692563
0.33,0.0,-0.08162260370502444,0.08900888051211517,0.08391489650722495,0.09306708776934441,0.004058207257229246
0.335,0.0,-0.08975510448476143,0.09003738013976921,0.08548675442873395,0.09168826503117863,0.0016508848914094237
0.33999999999999997,0.0,-0.09801082497328223,0.0900127555417658,0.08487606439824871,0.09146068190436793,0.001447926362602131
0.345,0.0,-0.10639258699597914,0.08941458458171586,0.0849247496721639,0.09126436182685044,0.0018497772451345762
0.35,0.0,-0.11490329920364051,0.08654940054257461,0.08497418395029317,0.09180012251684608,0.005250721974271469
0.355,0.0,-0.12354596043777727,0.08494501327265833,0.08102053954899419,0.09057156211692288,0.005626548844264556
0.36,0.0,-0.13232366325369743,0.0832622298065984,0.08127133105802048,0.08774175199089873,0.004479522184300325
0.365,0.0,-0.1412395976100257,0.0788297367265952,0.07851620936461443,0.08742038644486845,0.008590649718273252
0.37,0.0,-0.15029705473391486,0.07918449897972082,0.07710782454809757,0.08702168770428155,0.007837188724560726
0.375,0.0,-0.1594994311717861,0.07963594994311718,0.0794084186575654,0.08668941979522185,0.007053469852104671
0.38,0.0,-0.16885023303607477,0.07468163969319974,0.07405776358765459,0.08414987705970861,0.00946823736650887
0.385,0.0,-0.17835308045913234,0.07486334249008017,0.07258802963456254,0.08068111397837527,0.005817771488295098
0.39,0.0,-0.18801171226617436,0.07413416885805404,0.07290326190342974,0.07905779667655122,0.004923627818497173
0.395,0.0,-0.1978299908799444,0.07532977933226148,0.07038426461324382,0.08006844742805028,0.004738668095788795
0.4,0.0,-0.20781190747061062,0.07356844899507015,0.06939704209328781,0.07660219946909366,0.0030337504740235166
